46.989,77.816,46.989,0.331,
38.085,88.263,38.085,62.072,
53.399,66.859,53.399,30.379,
62.221,41.581,62.221,30.744,
56.349,96.34,56.349,86.884,
31.199,75.259,31.199,27.309,
76.788,86.362,76.788,84.066,
52.862,78.859,52.862,33.913,
80.316,2.91,80.316,49.405,
33.526,35.628,33.526,60.148,
62.144,93.562,62.144,88.907,
56.205,92.079,56.205,72.317,
66.984,42.961,66.984,8.285,
57.817,60.805,57.817,81.474,
53.276,29.212,53.276,1.732,
43.662,32.463,43.662,78.296,
48.504,5.825,48.504,32.919,
49.061,86.643,49.061,98.67,
30.827,42.921,30.827,36.491,
38.726,20.737,38.726,40.308,
70.623,36.104,70.623,62.558,
45.251,60.919,45.251,27.727,
34.271,31.757,34.271,71.543,
45.119,80.02,45.119,40.639,
51.159,23.447,51.159,62.246,
33.053,23.334,33.053,79.069,
45.268,45.746,45.268,82.079,
28.75,35.289,28.75,37.475,
55.29,28.935,55.29,25.184,
53.166,87.44,53.166,99.649,
52.469,80.938,52.469,71.499,
53.774,31.384,53.774,46.42,
38.105,31.258,38.105,57.826,
56.429,38.959,56.429,88.903,
68.563,5.762,68.563,0.57,
53.322,46.502,53.322,1.538,
35.899,0.919,35.899,9.057,
45.454,89.938,45.454,31.151,
51.509,91.359,51.509,38.199,
46.199,3.134,46.199,0.996,
63.775,35.634,63.775,29.77,
44.177,53.208,44.177,12.001,
43.333,41.614,43.333,82.652,
60.612,3.396,60.612,67.381,
56.269,15.16,56.269,74.178,
62.598,26.577,62.598,11.349,
72.31,43.573,72.31,27.032,
24.906,40.713,24.906,77.782,
30.982,58.731,30.982,79.173,
20.011,1.236,20.011,90.561,
90.103,83.955,90.103,67.858,
40.809,64.797,40.809,43.697,
52.023,93.32,52.023,83.079,
50.909,33.81,50.909,16.387,
59.542,2.466,59.542,80.576,
53.607,1.889,53.607,45.87,
72.152,65.932,72.152,70.12,
61.278,46.518,61.278,89.213,
41.277,77.61,41.277,10.809,
62.997,57.206,62.997,54.096,
49.755,58.112,49.755,51.925,
50.854,44.897,50.854,68.218,
13.284,65.705,13.284,55.204,
34.871,51.545,34.871,87.119,
53.938,85.891,53.938,22.408,
28.16,67.532,28.16,11.013,
41.788,38.813,41.788,30.672,
64.106,69.01,64.106,92.66,
41.036,93.372,41.036,47.341,
64.331,7.258,64.331,70.34,
61.509,92.269,61.509,55.885,
67.165,17.799,67.165,52.683,
58.838,73.139,58.838,74.962,
58.566,68.277,58.566,15.412,
51.991,17.534,51.991,93.816,
43.841,31.014,43.841,43.957,
55.276,71.718,55.276,78.926,
55.166,48.649,55.166,70.477,
52.503,61.06,52.503,29.195,
34.309,59.448,34.309,9.001,
41.403,63.278,41.403,69.954,
62.658,62.609,62.658,88.166,
57.661,14.873,57.661,79.67,
21.659,33.297,21.659,17.499,
41.808,99.775,41.808,37.477,
55.462,42.164,55.462,0.224,
44.525,9.587,44.525,64.528,
62.999,94.748,62.999,23.235,
43.038,70.75,43.038,7.633,
37.758,82.416,37.758,13.197,
39.635,5.535,39.635,79.789,
46.38,28.408,46.38,46.664,
56.125,30.981,56.125,28.918,
38.805,20.075,38.805,41.636,
53.133,2.735,53.133,53.51,
50.342,41.513,50.342,38.163,
31.218,79.185,31.218,21.848,
37.929,59.611,37.929,96.421,
48.073,15.387,48.073,80.119,
34.519,70.879,34.519,2.064,
40.823,95.981,40.823,53.927,
21.646,86.489,21.646,70.771,
55.6,81.606,55.6,57.617,
63.924,18.547,63.924,86.528,
39.649,74.323,39.649,26.283,
63.517,31.96,63.517,91.512,
51.553,4.092,51.553,76.466,
34.95,43.071,34.95,69.364,
57.134,0.585,57.134,83.271,
48.331,78.838,48.331,28.196,
35.722,42.442,35.722,33.998,
38.079,58.405,38.079,94.835,
61.918,69.524,61.918,81.389,
64.145,22.737,64.145,77.633,
49.16,2.812,49.16,73.17,
53.281,17.347,53.281,41.566,
46.905,41.311,46.905,78.837,
73.499,28.201,73.499,66.432,
48.22,95.622,48.22,69.495,
43.869,81.48,43.869,26.604,
70.795,73.841,70.795,32.022,
47.783,44.204,47.783,39.109,
49.311,57.008,49.311,14.977,
29.355,4.576,29.355,75.729,
62.004,88.511,62.004,10.378,
58.542,68.445,58.542,24.362,
38.689,54.742,38.689,72.873,
54.584,81.415,54.584,15.076,
59.828,52.689,59.828,65.783,
73.667,74.921,73.667,97.065,
61.272,24.295,61.272,2.122,
51.182,38.96,51.182,64.159,
32.973,87.063,32.973,17.948,
35.997,44.203,35.997,78.588,
47.923,5.771,47.923,75.251,
41.551,71.855,41.551,35.371,
52.571,31.076,52.571,42.062,
42.769,60.889,42.769,43.002,
47.54,77.396,47.54,38.609,
47.61,49.193,47.61,70.039,
64.188,24.652,64.188,70.054,
55.933,67.675,55.933,21.745,
59.6,6.284,59.6,88.733,
45.251,44.51,45.251,66.104,
54.772,89.42,54.772,41.785,
72.851,90.508,72.851,24.344,
70.506,62.161,70.506,63.696,
43.044,65.948,43.044,77.521,
42.419,17.626,42.419,67.498,
31.507,74.257,31.507,17.759,
60.806,64.774,60.806,73.246,
38.082,88.559,38.082,90.442,
49.604,1.949,49.604,87.862,
70.359,93.378,70.359,31.923,
28.769,60.668,28.769,16.581,
54.686,15.687,54.686,6.266,
51.422,64.424,51.422,42.931,
42.122,27.003,42.122,84.072,
77.186,50.045,77.186,61.578,
60.439,21.381,60.439,86.631,
61.011,67.665,61.011,86.344,
54.74,12.922,54.74,39.424,
48.498,9.405,48.498,84.3,
54.417,50.809,54.417,40.437,
56.916,16.595,56.916,6.108,
45.312,19.908,45.312,50.805,
55.755,80.675,55.755,92.625,
60.102,80.605,60.102,57.961,
75.015,83.899,75.015,38.274,
32.343,2.832,32.343,44.782,
48.03,22.523,48.03,82.812,
82.167,66.117,82.167,22.153,
38.915,17.38,38.915,84.846,
44.95,30.026,44.95,46.89,
65.193,44.568,65.193,2.832,
52.123,27.5,52.123,52.193,
50.101,12.441,50.101,72.25,
49.978,97.352,49.978,63.535,
40.874,70.177,40.874,21.303,
43.648,51.616,43.648,59.381,
62.428,57.885,62.428,11.683,
44.427,68.413,44.427,63.139,
56.271,98.574,56.271,25.844,
61.978,11.683,61.978,20.438,
45.073,88.243,45.073,47.685,
60.255,5.383,60.255,24.122,
56.428,61.935,56.428,99.685,
57.31,31.64,57.31,98.299,
45.224,0.824,45.224,6.244,
40.984,79.893,40.984,42.279,
65.821,98.197,65.821,50.36,
49.293,47.165,49.293,65.483,
75.223,20.704,75.223,78.775,
66.996,78.421,66.996,15.146,
39.74,85.272,39.74,89.301,
59.114,40.311,59.114,10.097,
31.693,21.842,31.693,3.304,
40.961,41.664,40.961,45.931,
38.883,7.371,38.883,86.184,
55.741,49.713,55.741,29.58,
34.828,37.537,34.828,29.165,
47.044,2.315,47.044,34.577,
60.971,49.141,60.971,46.828,
41.396,83.313,41.396,42.24,
39.985,18.422,39.985,76.565,
36.071,10.722,36.071,48.55,
43.028,38.321,43.028,88.49,
50.32,85.554,50.32,71.68,
56.002,21.205,56.002,27.322,
45.816,62.864,45.816,90.92,
63.113,82.618,63.113,11.389,
64.744,36.011,64.744,84.182,
43.411,36.357,43.411,8.122,
55.822,70.116,55.822,8.314,
45.038,71.501,45.038,90.275,
37.597,81.393,37.597,84.125,
50.805,87.944,50.805,52.609,
37.753,35.234,37.753,6.327,
5.424,38.63,5.424,34.87,
42.003,27.886,42.003,97.53,
42.982,63.818,42.982,53.645,
48.887,24.034,48.887,64.962,
65.725,5.607,65.725,93.031,
58.219,45.774,58.219,98.788,
42.625,59.358,42.625,42.064,
41.334,47.205,41.334,71.67,
32.74,52.761,32.74,95.43,
36.932,63.305,36.932,60.667,
37.513,42.98,37.513,53.254,
52.377,91.713,52.377,14.594,
50.216,87.673,50.216,65.61,
54.962,51.752,54.962,32.671,
58.953,76.596,58.953,67.882,
50.5,66.249,50.5,3.559,
62.422,7.132,62.422,44.223,
60.737,28.613,60.737,77.823,
50.855,49.246,50.855,38.106,
52.384,50.177,52.384,11.419,
51.068,73.24,51.068,1.294,
36.93,30.913,36.93,22.958,
44.875,7.102,44.875,35.594,
62.937,60.43,62.937,53.319,
66.519,49.36,66.519,35.322,
66.941,35.559,66.941,2.602,
51.294,88.033,51.294,82.676,
60.537,75.81,60.537,46.456,
46.361,66.609,46.361,83.07,
66.691,28.7,66.691,1.511,
46.735,93.953,46.735,52.962,
62.162,83.143,62.162,17.919,
52.696,16.603,52.696,88.842,
34.995,51.045,34.995,25.958,
70.188,59.145,70.188,52.752,
59.956,34.748,59.956,53.187,
37.711,91.164,37.711,7.108,
54.095,71.09,54.095,58.831,
97.762,19.565,31.665,19.565,
2.853,14.67,37.272,14.67,
63.211,78.633,38.722,78.633,
99.12,72.104,90.169,72.104,
39.782,14.44,92.578,14.44,
47.462,81.172,87.091,81.172,
29.553,86.974,2.22,86.974,
5.001,33.836,98.037,33.836,
28.767,46.965,50.021,46.965,
50.593,55.315,80.844,55.315,
75.507,74.86,85.917,74.86,
40.337,82.851,39.282,82.851,
30.032,71.06,87.078,71.06,
9.589,24.252,30.965,24.252,
84.555,48.797,91.154,48.797,
14.931,50.711,35.7,50.711,
52.469,48.909,60.142,48.909,
37.665,85.359,65.057,85.359,
84.538,72.509,47.798,72.509,
26.096,31.377,33.737,31.377,
1.865,14.433,9.498,14.433,
33.65,32.259,39.622,32.259,
46.418,39.594,91.359,39.594,
46.316,36.652,40.061,36.652,
1.94,24.134,70.315,24.134,
79.402,13.914,30.698,13.914,
76.954,42.589,42.478,42.589,
39.608,20.78,54.767,20.78,
11.595,16.225,0.409,16.225,
84.253,88.964,5.863,88.964,
38.72,2.195,26.456,2.195,
91.383,96.58,57.284,96.58,
13.457,40.126,7.966,40.126,
69.713,9.629,13.781,9.629,
13.403,34.986,48.327,34.986,
58.988,63.654,55.253,63.654,
92.217,31.358,76.251,31.358,
83.516,78.62,31.072,78.62,
53.713,74.344,13.681,74.344,
44.343,14.208,83.658,14.208,
61.651,91.745,42.914,91.745,
49.73,28.44,81.802,28.44,
45.507,17.661,57.023,17.661,
56.197,73.935,40.458,73.935,
36.371,91.584,99.08,91.584,
1.225,75.295,92.222,75.295,
24.883,53.032,7.922,53.032,
67.514,74.176,65.722,74.176,
78.464,39.023,27.743,39.023,
2.206,99.54,62.646,99.54,
64.997,20.707,90.511,20.707,
83.374,37.201,13.998,37.201,
80.117,62.416,2.315,62.416,
51.821,1.173,29.466,1.173,
64.283,88.497,14.149,88.497,
16.505,89.011,34.152,89.011,
71.173,23.755,14.28,23.755,
65.044,72.329,53.269,72.329,
31.491,66.133,72.087,66.133,
21.162,93.405,57.368,93.405,
65.254,25.531,93.944,25.531,
54.056,19.082,3.933,19.082,
73.63,51.252,20.973,51.252,
61.587,27.379,2.284,27.379,
79.691,89.493,30.163,89.493,
82.304,52.059,20.252,52.059,
50.403,89.229,66.858,89.229,
88.629,91.021,36.42,91.021,
82.921,73.752,83.696,73.752,
34.193,49.444,0.32,49.444,
63.139,40.507,33.051,40.507,
67.328,65.123,85.12,65.123,
38.398,54.546,24.48,54.546,
36.054,76.92,29.338,76.92,
97.459,82.376,31.789,82.376,
39.414,96.598,53.121,96.598,
26.209,30.721,5.645,30.721,
78.593,26.924,73.904,26.924,
37.099,27.327,5.097,27.327,
17.632,5.574,19.695,5.574,
32.726,12.597,16.468,12.597,
27.415,14.294,66.072,14.294,
11.313,17.153,40.601,17.153,
93.679,68.69,85.977,68.69,
4.532,32.364,32.752,32.364,
66.566,36.978,66.58,36.978,
30.154,50.908,5.213,50.908,
98.276,40.607,92.634,40.607,
65.737,60.547,6.254,60.547,
0.172,78.915,34.638,78.915,
0.749,25.615,73.724,25.615,
80.508,30.173,87.46,30.173,
97.467,32.27,4.799,32.27,
39.329,97.558,41.528,97.558,
3.283,11.316,60.283,11.316,
74.06,48.945,5.794,48.945,
74.922,78.207,31.621,78.207,
25.305,0.674,47.011,0.674,
37.941,46.581,88.566,46.581,
90.334,97.895,31.814,97.895,
50.828,18.082,16.234,18.082,
85.943,76.196,11.131,76.196,
33.47,27.044,61.168,27.044,
22.67,53.176,35.825,53.176,
64.471,9.418,79.789,9.418,
89.792,94.79,39.535,94.79,
34.263,67.808,10.31,67.808,
62.018,53.686,31.587,53.686,
42.68,51.02,35.382,51.02,
52.081,57.701,57.736,57.701,
56.032,50.765,30.422,50.765,
12.376,81.98,68.513,81.98,
43.223,19.245,88.184,19.245,
58.054,12.093,79.033,12.093,
